Customer_ID,Product_ID,Transaction_ID,Purchase_Frequency,Average_Order_Value,Most_Frequent_Category,Time_Between_Purchases,Region,Churn_Probability,Lifetime_Value,Launch_Date,Peak_Sales_Date,Season,Preferred_Purchase_Times,Retention_Strategy
CUST_EZESVA,PROD_VUM0DH,TRANS_HPXUSL,5,105.08,Electronics,58,North America,0.99,8123.21,2020-09-25,2023-06-28,Spring,Afternoon,Email Campaign
CUST_1R07LI,PROD_ZR7X9S,TRANS_9V2EOU,3,86.95,Clothing,25,Asia,0.62,630.07,2020-02-06,2023-07-28,Spring,Morning,Discount
CUST_YAJ3SN,PROD_7LH74L,TRANS_IQXHIP,6,115.6,Electronics,70,South America,0.17,1647.22,2021-06-19,2023-05-25,Summer,Morning,Loyalty Program
CUST_R473OA,PROD_0P6YDU,TRANS_HXS6KS,5,60.93,Home,78,South America,0.96,3902.24,2021-04-24,2023-04-09,Winter,Afternoon,Discount
CUST_YZ6QIT,PROD_3SSYT6,TRANS_FUAFC2,19,177.95,Clothing,16,South America,0.87,8539.67,2022-11-12,2023-11-13,Winter,Morning,Email Campaign
CUST_7GGVHE,PROD_V5HWLP,TRANS_P8P3NP,19,163.29,Electronics,31,Europe,0.78,4011.24,2020-08-30,2023-02-06,Fall,Evening,Email Campaign
CUST_H3CS9K,PROD_WND4GG,TRANS_JJH9WK,7,90.8,Home,37,Asia,0.14,4483.77,2022-01-16,2023-02-28,Summer,Morning,Discount
CUST_WH0M9H,PROD_LAY7WH,TRANS_YBGEYN,17,127.22,Clothing,51,North America,0.6,1881.63,2022-05-06,2023-09-29,Fall,Afternoon,Email Campaign
CUST_06IU18,PROD_KZU4Y8,TRANS_7WHHLK,11,82.77,Electronics,28,Asia,0.69,4355.39,2022-12-21,2023-01-29,Spring,Morning,Loyalty Program
CUST_DKWAF0,PROD_ABF811,TRANS_WPGOAN,18,97.27,Clothing,14,Europe,0.51,9052.89,2021-03-19,2023-08-29,Spring,Morning,Email Campaign
CUST_QW74C9,PROD_2BHG1N,TRANS_1G3KAQ,12,109.23,Home,32,North America,0.51,4170.73,2021-10-06,2023-10-02,Fall,Evening,Discount
CUST_8MIV7P,PROD_N0AS7X,TRANS_71FUOJ,10,44.37,Electronics,70,North America,0.11,6256.03,2021-12-11,2023-08-06,Winter,Afternoon,Loyalty Program
CUST_ITCKUQ,PROD_JF3UKT,TRANS_VJAKJG,13,88.96,Electronics,14,Asia,0.79,5436.12,2020-08-05,2023-04-05,Winter,Morning,Loyalty Program
CUST_QSP3KN,PROD_KDSZ0B,TRANS_GAHOOW,8,196.32,Electronics,48,North America,0.68,4624.2,2020-11-14,2023-10-08,Fall,Evening,Discount
CUST_JQ6NLW,PROD_547VPN,TRANS_K12B12,12,91.58,Clothing,20,South America,0.26,636.44,2022-04-15,2023-09-26,Summer,Evening,Email Campaign
CUST_L5VV84,PROD_W3SD9K,TRANS_DO8LYX,13,34.45,Clothing,7,South America,0.31,2329.6,2020-09-24,2023-06-06,Winter,Evening,Email Campaign
CUST_2B0930,PROD_42YO0S,TRANS_W5OOA6,9,125.21,Electronics,37,South America,0.76,844.03,2021-08-12,2023-06-05,Winter,Morning,Loyalty Program
CUST_H239GQ,PROD_7FW6C8,TRANS_U0ECDW,1,199.18,Clothing,81,Europe,0.68,1458.46,2022-12-05,2023-12-09,Summer,Evening,Email Campaign
CUST_WIL687,PROD_7H0KUF,TRANS_J0E8PZ,8,68.69,Sports,57,Asia,0.95,2589.51,2021-10-02,2023-10-02,Summer,Evening,Email Campaign
CUST_J5217N,PROD_2A70LH,TRANS_39WY7L,17,67.46,Electronics,26,Asia,0.21,1248.68,2022-12-21,2023-03-12,Fall,Evening,Email Campaign
CUST_CY85F8,PROD_OGHRD3,TRANS_IZQDO4,16,55.71,Clothing,85,Asia,0.99,1909.18,2022-03-24,2023-01-01,Fall,Evening,Discount
CUST_686JAP,PROD_3ULVHP,TRANS_Q2SY5U,18,194.25,Home,45,North America,0.15,5755.32,2021-08-11,2023-12-19,Summer,Evening,Loyalty Program
CUST_E38EBH,PROD_UJUC1U,TRANS_7N4MAC,18,141.7,Electronics,89,South America,0.8,4407.07,2020-08-22,2023-07-21,Winter,Evening,Email Campaign
CUST_QTP5OA,PROD_74P8O7,TRANS_IAUA78,17,30.01,Sports,56,South America,0.23,4370.66,2020-10-25,2023-09-13,Summer,Evening,Discount
CUST_A4JIEA,PROD_8CM4NX,TRANS_65ZCT5,16,177.64,Home,82,Europe,0.3,3507.15,2020-06-26,2023-10-09,Summer,Morning,Loyalty Program
CUST_Y8MQL5,PROD_4NK3GD,TRANS_ZKA3NW,2,84.69,Sports,19,Europe,0.3,1540.04,2020-01-27,2023-01-18,Summer,Afternoon,Discount
CUST_MQEC1D,PROD_6OQSA7,TRANS_S5DNOB,2,177.15,Sports,85,South America,0.02,8464.45,2021-11-24,2023-07-22,Summer,Evening,Email Campaign
CUST_BKYJU7,PROD_OXRS2X,TRANS_C3ZQYJ,6,172.84,Clothing,62,North America,0.69,3538.3,2020-06-22,2023-05-25,Summer,Afternoon,Discount
CUST_3NRQ8G,PROD_BELXTS,TRANS_RZY04V,1,46.37,Sports,13,North America,0.35,9742.65,2020-10-23,2023-07-12,Spring,Afternoon,Email Campaign
CUST_7O6CQR,PROD_9R4T0L,TRANS_6WFLB8,19,73.81,Clothing,60,South America,0.01,8762.44,2020-11-24,2023-12-20,Winter,Afternoon,Loyalty Program
CUST_IIQRO9,PROD_QSX952,TRANS_LO79EV,14,139.22,Electronics,75,North America,0.62,7458.78,2021-11-15,2023-10-08,Winter,Afternoon,Loyalty Program
CUST_7NKKVD,PROD_7Z972X,TRANS_IVSI1W,6,178.14,Home,21,North America,0.81,893.69,2021-05-06,2023-11-11,Fall,Afternoon,Email Campaign
CUST_VTLB9Q,PROD_HVGGS8,TRANS_QV04MZ,16,194.28,Home,68,North America,0.08,3581.16,2020-08-13,2023-01-03,Fall,Evening,Discount
CUST_LZ0DSV,PROD_8Y6WMB,TRANS_3JCXJV,12,180.32,Sports,51,South America,0.49,7855.11,2022-06-06,2023-06-29,Fall,Evening,Email Campaign
CUST_4Z9N0V,PROD_HXVZAL,TRANS_ATHHHG,8,199.32,Home,53,North America,0.81,4821.2,2021-02-26,2023-04-08,Summer,Morning,Email Campaign
CUST_HA2NXH,PROD_EOSDLH,TRANS_AGMUWY,11,35.98,Clothing,7,Asia,0.41,3052.2,2021-09-28,2023-08-23,Summer,Morning,Loyalty Program
CUST_80ZKH5,PROD_Z6IR9X,TRANS_T50EPQ,8,154.65,Electronics,26,South America,0.13,509.29,2022-07-07,2023-12-03,Winter,Afternoon,Loyalty Program
CUST_8I2K4X,PROD_2MXUCO,TRANS_KYWNPY,8,68.41,Clothing,74,South America,0.7,5611.34,2022-10-31,2023-01-10,Winter,Evening,Discount
CUST_AFT7GW,PROD_0HW2DE,TRANS_7IMCJO,11,120.9,Clothing,31,Asia,0.97,2661.67,2021-09-05,2023-01-28,Winter,Evening,Email Campaign
CUST_MNTSIX,PROD_FO48IA,TRANS_YNNFGY,19,37.54,Home,45,Asia,0.66,563.56,2022-12-12,2023-03-24,Winter,Morning,Discount
CUST_EDLYA5,PROD_4SG4I8,TRANS_XOH7NF,9,199.91,Electronics,88,Europe,0.82,5143.44,2020-02-04,2023-04-23,Fall,Morning,Loyalty Program
CUST_MZ4MMD,PROD_ULRT26,TRANS_KRTM9K,17,177.8,Sports,22,Europe,0.62,9198.84,2021-04-04,2023-03-01,Fall,Evening,Loyalty Program
CUST_SK229L,PROD_G7A1MP,TRANS_8C21A3,8,182.21,Clothing,70,Asia,0.89,5750.19,2022-03-30,2023-08-23,Spring,Evening,Email Campaign
CUST_K3WW9L,PROD_9BUO7P,TRANS_DHESHS,9,48.46,Home,18,North America,0.65,4705.73,2021-02-06,2023-06-15,Summer,Morning,Email Campaign
CUST_95Z9X6,PROD_F9CDPH,TRANS_GUN2NV,14,51.67,Electronics,68,South America,0.36,4364.59,2022-04-08,2023-06-27,Summer,Morning,Email Campaign
CUST_2AU87H,PROD_688UWJ,TRANS_GXPI0M,13,48.13,Home,32,South America,0.85,3093.91,2020-02-28,2023-12-29,Summer,Evening,Loyalty Program
CUST_JQ4WV5,PROD_E46QQA,TRANS_8ETG92,13,168.36,Electronics,86,North America,0.15,9842.61,2022-05-09,2023-02-26,Fall,Afternoon,Loyalty Program
CUST_Q4ZGNN,PROD_WV6QSN,TRANS_T3KD62,6,54.39,Clothing,67,South America,0.28,9023.22,2021-07-09,2023-07-25,Summer,Afternoon,Discount
CUST_W84F1B,PROD_32QT99,TRANS_TH8JG3,3,88.32,Clothing,35,South America,0.41,4048.06,2021-12-10,2023-06-04,Winter,Morning,Discount
CUST_SA2OII,PROD_X1G9WZ,TRANS_5TV6UZ,14,32.64,Sports,30,Europe,0.82,9052.57,2020-01-28,2023-08-14,Spring,Evening,Loyalty Program
CUST_WRGWLG,PROD_W8R6UD,TRANS_TFEH3I,12,188.62,Electronics,35,Europe,0.45,967.3,2022-08-17,2023-03-18,Winter,Afternoon,Discount
CUST_1AN8RW,PROD_3TA1M8,TRANS_IUIFCR,2,143.11,Clothing,23,North America,0.2,2681.89,2020-12-20,2023-02-11,Spring,Morning,Email Campaign
CUST_BTEWXV,PROD_GJVEAB,TRANS_T0EOOS,10,163.91,Sports,82,Europe,0.83,652.57,2020-10-29,2023-10-26,Fall,Morning,Loyalty Program
CUST_F8MW15,PROD_LEG5AZ,TRANS_XFMFSP,13,154.77,Electronics,10,Europe,0.3,6736.92,2020-10-29,2023-07-11,Fall,Afternoon,Discount
CUST_1BPRKT,PROD_88AX18,TRANS_40PMZX,12,133.95,Sports,87,South America,0.11,7352.99,2022-07-08,2023-08-13,Spring,Morning,Discount
CUST_WYNHTU,PROD_7O5MXH,TRANS_B2718J,11,159.41,Clothing,9,Europe,0.63,8049.2,2022-10-31,2023-11-16,Winter,Morning,Discount
CUST_X9TYT0,PROD_RNFW3B,TRANS_MMVPNJ,1,78.49,Home,26,Europe,0.37,3893.58,2020-07-02,2023-03-03,Summer,Evening,Discount
CUST_BW6LHI,PROD_YRBIF5,TRANS_D8F6DA,10,34.49,Electronics,82,North America,0.02,1671.51,2021-07-29,2023-05-24,Fall,Morning,Email Campaign
CUST_V3L03X,PROD_LY0ZZX,TRANS_WDW1S5,15,82.08,Home,9,North America,0.05,9454.83,2022-01-31,2023-10-19,Winter,Evening,Discount
CUST_FDBAIE,PROD_RWQ3F9,TRANS_P38KMZ,16,20.23,Sports,69,South America,0.6,3781.19,2021-02-28,2023-12-12,Summer,Evening,Discount
CUST_4JW3SC,PROD_KYRF2E,TRANS_SMAPW7,14,178.75,Electronics,77,South America,0.61,8198.96,2020-11-05,2023-06-07,Summer,Evening,Loyalty Program
CUST_YK6EEF,PROD_IHF1XN,TRANS_KBYXSW,13,97.57,Clothing,13,Asia,0.35,1573.92,2021-07-30,2023-10-06,Summer,Afternoon,Discount
CUST_XQTM65,PROD_UZ6GXB,TRANS_WJ0WZ6,11,52.11,Electronics,18,South America,0.54,9475.25,2022-05-13,2023-05-27,Spring,Evening,Discount
CUST_PMXNMF,PROD_OE4RHS,TRANS_AP5JAH,5,164.41,Electronics,17,Europe,0.89,8708.41,2020-03-18,2023-05-09,Winter,Morning,Loyalty Program
CUST_N3PH20,PROD_C0PEOY,TRANS_B0OBK5,16,100.85,Electronics,19,Asia,0.02,575.63,2020-05-11,2023-03-30,Winter,Morning,Discount
CUST_O3NH7E,PROD_HWQ4A4,TRANS_H2WHGP,15,184.58,Sports,21,Asia,0.95,2610.51,2022-01-02,2023-07-12,Spring,Afternoon,Email Campaign
CUST_2WK6SK,PROD_024DHX,TRANS_4TC7MX,2,123.68,Home,52,Asia,0.75,1156.73,2022-02-25,2023-12-01,Winter,Evening,Loyalty Program
CUST_BTLCEW,PROD_OEP01W,TRANS_5RHNA8,8,25.4,Sports,33,North America,0.47,4907.9,2022-02-27,2023-12-24,Fall,Morning,Email Campaign
CUST_31EGW9,PROD_RXN2E7,TRANS_OHM0A7,12,166.27,Home,30,Asia,0.31,7457.57,2020-08-30,2023-10-25,Fall,Evening,Loyalty Program
CUST_V8XME0,PROD_R0B6C1,TRANS_X27DPR,4,44.83,Home,88,Europe,0.04,7571.75,2020-09-27,2023-02-01,Summer,Afternoon,Email Campaign
CUST_YSTQYA,PROD_DO1D24,TRANS_HB8CKQ,18,45.65,Clothing,80,Europe,0.04,4551.52,2020-02-03,2023-07-10,Summer,Afternoon,Discount
CUST_GELGQV,PROD_T9B4LF,TRANS_K54MPJ,5,183.63,Home,5,North America,0.97,6289.82,2021-11-10,2023-09-04,Summer,Evening,Discount
CUST_0H1N47,PROD_6OIBW2,TRANS_GMNW76,17,44.23,Home,50,North America,0.47,144.38,2022-03-07,2023-02-02,Fall,Morning,Loyalty Program
CUST_2XPEWK,PROD_C2OZ79,TRANS_HAT63B,16,193.21,Electronics,69,South America,0.61,1552.73,2020-04-19,2023-06-23,Winter,Morning,Loyalty Program
CUST_LTTW4Q,PROD_OUKSRA,TRANS_JLIYNA,11,20.32,Home,82,South America,0.14,8452.32,2022-09-16,2023-08-27,Winter,Afternoon,Loyalty Program
CUST_F0IF6S,PROD_JRA9WC,TRANS_JSVFDA,9,58.98,Home,88,Asia,0.82,6656.34,2021-01-19,2023-10-20,Fall,Afternoon,Loyalty Program
CUST_ZUMCLX,PROD_1A86WA,TRANS_V47C5K,5,147.14,Home,30,Asia,0.01,3507.98,2022-02-19,2023-01-23,Spring,Evening,Email Campaign
CUST_BRBSIV,PROD_8HWTXJ,TRANS_1T4Y3X,18,178.98,Sports,56,Asia,0.89,3157.64,2021-02-11,2023-04-30,Spring,Evening,Email Campaign
CUST_R7BVJS,PROD_2YN722,TRANS_F4X53I,9,164.66,Electronics,31,Asia,0.47,3483.67,2021-03-22,2023-05-26,Winter,Evening,Loyalty Program
CUST_S9WYHE,PROD_8A179P,TRANS_MHCLMT,8,135.44,Clothing,67,North America,0.74,3426.96,2021-11-19,2023-11-08,Spring,Morning,Discount
CUST_BFY0PR,PROD_PHDUR0,TRANS_Y9V1P6,11,33.52,Sports,21,North America,0.08,7436.67,2020-11-12,2023-11-11,Winter,Evening,Discount
CUST_A0NEKO,PROD_UTES3D,TRANS_HQQH6D,10,162.53,Home,15,North America,0.49,5588.48,2022-12-24,2023-11-26,Spring,Morning,Loyalty Program
CUST_UALY6F,PROD_2JJEUO,TRANS_URDOIF,11,136.72,Clothing,67,North America,0.86,8768.36,2022-10-16,2023-07-20,Fall,Evening,Loyalty Program
CUST_HJH3ZB,PROD_IPLLEW,TRANS_DWUIHC,12,84.84,Home,68,North America,0.97,159.0,2022-09-23,2023-02-02,Winter,Evening,Email Campaign
CUST_GARXDD,PROD_4S093F,TRANS_3H3V7A,11,82.67,Clothing,10,South America,0.56,1194.52,2022-11-20,2023-11-13,Fall,Morning,Loyalty Program
CUST_7GZ2RU,PROD_UWJQLB,TRANS_74VWJ7,10,54.5,Clothing,84,Asia,0.61,6121.47,2021-05-06,2023-06-30,Fall,Morning,Discount
CUST_L8558B,PROD_Y7E20U,TRANS_WTHYMY,12,80.63,Home,23,Europe,0.75,6412.15,2022-11-11,2023-12-26,Summer,Evening,Loyalty Program
CUST_AH9UAR,PROD_2TKS7B,TRANS_TE6PZU,2,170.23,Sports,36,Europe,0.51,2427.28,2021-04-16,2023-05-15,Fall,Morning,Loyalty Program
CUST_D6EDI3,PROD_XJW0B8,TRANS_EXJH93,17,139.21,Sports,45,North America,0.23,9936.27,2022-02-02,2023-08-15,Spring,Morning,Discount
CUST_38W6I2,PROD_3GOJY5,TRANS_WJ596K,12,188.2,Clothing,23,South America,0.31,3098.89,2020-08-22,2023-11-20,Summer,Afternoon,Loyalty Program
CUST_8YGPRV,PROD_4UWN1P,TRANS_VRSIU0,2,73.4,Clothing,23,North America,0.72,3216.57,2022-03-10,2023-08-31,Spring,Afternoon,Email Campaign
CUST_9GUDC6,PROD_ME8U99,TRANS_CO7E4C,18,38.92,Electronics,70,Europe,0.5,3723.42,2021-06-05,2023-05-10,Winter,Morning,Discount
CUST_4FYJEY,PROD_8QSHK5,TRANS_7OJ9OF,16,144.1,Sports,86,Europe,0.68,2182.08,2022-09-10,2023-07-19,Winter,Morning,Discount
CUST_AGFEL9,PROD_DL0KKN,TRANS_AR5TQ9,3,136.16,Home,36,South America,0.81,8076.53,2022-07-14,2023-01-15,Fall,Afternoon,Loyalty Program
CUST_8AHP30,PROD_XRDMUM,TRANS_M6RKHI,18,188.2,Sports,63,South America,0.11,1613.42,2020-11-25,2023-01-26,Summer,Evening,Email Campaign
CUST_GOK8YU,PROD_3MYHIY,TRANS_J5ANIQ,12,100.21,Clothing,48,North America,0.59,4629.46,2020-01-17,2023-08-28,Fall,Evening,Email Campaign
CUST_E2H8FG,PROD_LU7GG3,TRANS_R0Y85Q,6,165.79,Home,68,South America,0.25,8868.95,2020-09-01,2023-12-26,Fall,Morning,Email Campaign
CUST_MI4XIZ,PROD_DRC4WR,TRANS_659KE0,18,191.76,Home,9,Asia,0.33,3286.13,2021-11-08,2023-09-05,Summer,Afternoon,Discount
CUST_SWVZ3I,PROD_2957X0,TRANS_TCBALF,8,141.05,Home,46,North America,0.17,8564.78,2022-06-16,2023-08-10,Winter,Evening,Loyalty Program
CUST_LJIN4E,PROD_7W5KXK,TRANS_8QU15Y,19,85.22,Home,8,Asia,0.34,703.4,2022-11-30,2023-03-17,Summer,Morning,Loyalty Program
CUST_E6OYYJ,PROD_I3C9HO,TRANS_Y4A72Q,10,115.97,Sports,75,Europe,0.28,8823.45,2020-09-24,2023-12-02,Spring,Morning,Loyalty Program
CUST_MXGKMG,PROD_RJMFW0,TRANS_7APMBC,11,58.58,Home,58,Asia,0.55,8605.06,2021-01-02,2023-01-10,Winter,Morning,Email Campaign
CUST_2L1D3B,PROD_GIHMHN,TRANS_5C82SP,5,109.55,Electronics,6,Asia,0.17,9204.35,2021-03-12,2023-06-24,Fall,Afternoon,Loyalty Program
CUST_7M9JYA,PROD_QNDGTH,TRANS_ECXKAR,4,126.86,Home,35,South America,0.19,9558.93,2022-01-02,2023-03-30,Fall,Evening,Discount
CUST_Z23SWX,PROD_I1WD19,TRANS_8SF6SQ,2,137.88,Electronics,81,North America,0.17,2442.83,2020-11-20,2023-08-26,Summer,Morning,Discount
CUST_ETJO2P,PROD_TNWC31,TRANS_LZL4R6,9,94.83,Home,84,North America,0.12,7176.04,2021-09-22,2023-04-24,Spring,Evening,Loyalty Program
CUST_MDZR83,PROD_NDEPEJ,TRANS_1V38UA,7,28.46,Clothing,24,North America,0.5,3009.71,2021-06-19,2023-11-13,Summer,Morning,Loyalty Program
CUST_FV2SDO,PROD_LAVSZX,TRANS_1E9C81,16,145.93,Sports,35,Europe,0.78,6753.0,2022-06-20,2023-08-19,Summer,Afternoon,Loyalty Program
CUST_LANR92,PROD_IXIEUB,TRANS_85SLXL,17,167.4,Sports,83,South America,0.68,7274.42,2021-09-18,2023-02-04,Winter,Afternoon,Email Campaign
CUST_Y4ABK7,PROD_BR1PIF,TRANS_9W6PO0,18,111.08,Electronics,87,Asia,0.52,5144.7,2020-04-01,2023-06-18,Summer,Morning,Discount
CUST_ILJT3G,PROD_21CTJI,TRANS_EC78V9,2,160.13,Home,28,North America,0.21,8114.68,2020-02-29,2023-05-23,Fall,Afternoon,Email Campaign
CUST_FJZCIF,PROD_UCLX19,TRANS_DRFQC5,7,108.4,Sports,61,Asia,0.79,4354.15,2020-06-23,2023-09-01,Summer,Morning,Discount
CUST_8IKHM1,PROD_315VCE,TRANS_3Z85X9,13,27.51,Clothing,46,Europe,0.08,169.86,2021-03-12,2023-07-13,Winter,Afternoon,Discount
CUST_HGYWJN,PROD_RFPLC3,TRANS_NZ4KAP,7,166.65,Electronics,27,South America,0.39,503.91,2021-01-19,2023-12-07,Spring,Afternoon,Email Campaign
CUST_5MEU8T,PROD_YFO2SG,TRANS_4CBF2K,19,110.39,Sports,61,Europe,0.04,7201.47,2020-04-17,2023-01-10,Fall,Evening,Email Campaign
CUST_62763D,PROD_9J0KKT,TRANS_P96ZT1,13,98.19,Electronics,14,North America,0.05,2917.52,2020-10-15,2023-03-15,Summer,Afternoon,Discount
CUST_839UC7,PROD_PGPPP5,TRANS_KZGX39,5,152.4,Electronics,84,South America,0.07,6102.96,2020-04-20,2023-02-05,Fall,Afternoon,Loyalty Program
CUST_P7MDKP,PROD_QXCM5U,TRANS_D7P45N,2,31.34,Sports,53,North America,0.1,2447.77,2020-09-01,2023-07-20,Summer,Evening,Loyalty Program
CUST_ALTHR2,PROD_4TP0LU,TRANS_O7ITX2,10,32.11,Clothing,51,Europe,0.47,8732.11,2020-12-22,2023-12-16,Fall,Morning,Discount
CUST_LO3U5R,PROD_OFXGW3,TRANS_6RTLRH,14,56.57,Clothing,33,Asia,0.48,328.36,2021-05-07,2023-05-25,Spring,Evening,Email Campaign
CUST_9I1X23,PROD_EAOU5R,TRANS_MHD636,7,23.73,Sports,58,South America,0.75,9909.21,2020-07-02,2023-02-21,Summer,Morning,Loyalty Program
CUST_1F80ZU,PROD_H8TIUR,TRANS_GRZ0AX,4,116.31,Clothing,73,Europe,0.34,3668.71,2022-10-14,2023-08-27,Fall,Evening,Email Campaign
CUST_FRWXK4,PROD_0DT3JI,TRANS_DAKSGY,19,98.03,Electronics,21,Asia,0.34,9039.78,2022-06-12,2023-08-01,Summer,Afternoon,Email Campaign
CUST_IUZ85N,PROD_5BIIOO,TRANS_SWB34O,2,58.38,Electronics,6,Asia,0.18,7921.12,2021-10-08,2023-04-16,Fall,Evening,Loyalty Program
CUST_1U1AZN,PROD_P672SV,TRANS_4GK43V,1,39.36,Sports,7,Europe,0.62,9718.11,2022-12-07,2023-02-25,Winter,Afternoon,Loyalty Program
CUST_Q8ZHXT,PROD_9CBHSO,TRANS_MQ7HK6,13,177.38,Home,70,Europe,0.91,345.16,2020-07-22,2023-11-03,Summer,Afternoon,Email Campaign
CUST_17W15S,PROD_I79134,TRANS_1U84KO,16,169.37,Sports,60,Europe,0.14,6976.12,2021-06-12,2023-02-04,Summer,Evening,Discount
CUST_A2BGND,PROD_OVENLK,TRANS_QRYZ7K,15,154.81,Home,48,Asia,0.02,3876.42,2021-10-17,2023-01-08,Spring,Afternoon,Loyalty Program
CUST_UBNTZ8,PROD_8JZJYT,TRANS_34TGH5,11,172.22,Electronics,84,South America,0.4,9125.05,2021-05-31,2023-12-24,Spring,Afternoon,Loyalty Program
CUST_OSUD89,PROD_C1BQWV,TRANS_FJEU2G,6,34.46,Home,38,South America,0.47,3494.84,2021-10-19,2023-06-09,Fall,Evening,Email Campaign
CUST_P35U7V,PROD_PC5T06,TRANS_E4W7E1,15,20.14,Home,32,Europe,0.53,2949.1,2021-02-13,2023-05-03,Summer,Evening,Discount
CUST_ZACYJQ,PROD_YG6M6J,TRANS_TTYXPB,9,59.76,Clothing,38,Europe,0.4,5028.64,2020-11-24,2023-07-21,Winter,Morning,Email Campaign
CUST_THS3X9,PROD_MUIU0S,TRANS_36TGS4,15,169.39,Home,54,Asia,0.87,9390.68,2021-11-06,2023-08-16,Fall,Evening,Email Campaign
CUST_R61SCR,PROD_B1T1PM,TRANS_X359SZ,14,64.56,Clothing,82,Europe,0.58,5148.89,2020-02-05,2023-05-23,Fall,Morning,Email Campaign
CUST_36EEN7,PROD_C43Z70,TRANS_YY93OQ,13,197.62,Electronics,30,Asia,0.59,9127.33,2021-02-19,2023-07-22,Winter,Afternoon,Loyalty Program
CUST_ATLS7W,PROD_TY9E1I,TRANS_HD87X8,12,160.73,Electronics,28,Europe,0.83,8633.36,2020-12-08,2023-11-26,Fall,Afternoon,Loyalty Program
CUST_H1TFYH,PROD_79RRFK,TRANS_22FFHZ,13,72.16,Home,10,South America,0.67,1006.64,2022-01-23,2023-03-11,Fall,Afternoon,Discount
CUST_IZCE8I,PROD_ETOFHA,TRANS_7LQJCQ,19,181.02,Electronics,42,Asia,0.98,2440.28,2020-05-13,2023-11-12,Summer,Evening,Loyalty Program
CUST_P7R6IV,PROD_A5FB9N,TRANS_GQDHQR,16,128.98,Home,87,Europe,0.9,5263.95,2021-06-16,2023-01-05,Winter,Evening,Email Campaign
CUST_P3R26Q,PROD_OUVN6U,TRANS_004G2B,15,198.65,Sports,65,South America,0.3,3377.53,2022-09-04,2023-07-24,Spring,Morning,Loyalty Program
CUST_4Z2M8Q,PROD_4MIUQR,TRANS_1BCH5A,9,171.5,Home,63,South America,0.49,7394.45,2022-03-21,2023-10-18,Fall,Evening,Discount
CUST_TQ0C6Y,PROD_PPTK2Y,TRANS_F2GHDE,16,141.37,Sports,67,Europe,0.32,672.78,2022-02-15,2023-05-24,Summer,Morning,Email Campaign
CUST_9SZOBS,PROD_JFFLDS,TRANS_Q5VLST,10,84.45,Sports,6,Europe,0.83,5529.36,2021-11-11,2023-08-08,Spring,Evening,Discount
CUST_CCK4W7,PROD_EMH559,TRANS_QOS0MS,15,93.49,Electronics,52,South America,0.39,6757.39,2021-12-29,2023-03-01,Winter,Morning,Email Campaign
CUST_GTMBMY,PROD_VM2P19,TRANS_G2U2LX,10,152.53,Home,74,Asia,0.09,5525.85,2020-05-22,2023-11-22,Winter,Evening,Discount
CUST_FTT73I,PROD_4J29PC,TRANS_QXHES2,3,132.52,Sports,67,South America,0.66,9210.12,2021-12-22,2023-10-17,Summer,Morning,Discount
CUST_67S266,PROD_OSPRPP,TRANS_A9MONV,9,87.03,Sports,26,South America,0.88,9350.38,2021-04-06,2023-05-05,Spring,Evening,Email Campaign
CUST_3XTUZH,PROD_KA7LA4,TRANS_YFBQOP,16,160.28,Clothing,76,Asia,0.23,8834.78,2020-05-06,2023-08-24,Summer,Morning,Loyalty Program
CUST_J1Y90B,PROD_CSMVF5,TRANS_MF70IZ,13,150.45,Home,5,Europe,0.68,9628.5,2021-10-08,2023-10-07,Spring,Evening,Email Campaign
CUST_52BYGW,PROD_ROB09I,TRANS_69HY4S,5,31.68,Electronics,9,Europe,0.16,4994.33,2021-03-30,2023-01-13,Fall,Evening,Email Campaign
CUST_2TXWWP,PROD_6XCBER,TRANS_Z924EX,3,24.55,Clothing,41,Europe,0.84,1830.32,2021-12-20,2023-03-16,Fall,Morning,Discount
CUST_DUCQOA,PROD_6RQHYF,TRANS_W7XHZF,18,159.12,Clothing,10,Europe,0.79,8131.35,2020-07-23,2023-12-20,Winter,Afternoon,Discount
CUST_1FQGIJ,PROD_76P4O4,TRANS_BFPKAN,16,112.9,Home,29,South America,0.23,5288.48,2022-10-10,2023-01-15,Winter,Evening,Email Campaign
CUST_1XXH92,PROD_OFG2QO,TRANS_780HEC,15,115.68,Home,13,Asia,0.62,3079.23,2022-06-08,2023-08-29,Spring,Afternoon,Discount
CUST_T8DXUM,PROD_F18AV7,TRANS_72TSNM,9,183.39,Home,85,South America,0.8,6267.79,2022-05-26,2023-01-26,Winter,Evening,Discount
CUST_FNFDXE,PROD_UHANML,TRANS_3XOXZU,18,198.89,Sports,82,North America,0.19,7242.14,2021-06-12,2023-08-30,Spring,Evening,Loyalty Program
CUST_VB00IN,PROD_Z4B868,TRANS_8WAYX8,5,110.76,Sports,52,North America,0.07,8720.25,2020-10-27,2023-06-12,Winter,Evening,Email Campaign
CUST_4PV9DP,PROD_CJ4G7W,TRANS_L7QVBQ,14,106.7,Electronics,26,Europe,0.72,7050.89,2020-12-04,2023-11-01,Summer,Morning,Discount
CUST_UV01GY,PROD_X33LH5,TRANS_VBJSSU,11,162.44,Clothing,19,Asia,0.45,4404.15,2022-12-30,2023-04-20,Fall,Evening,Discount
